site_id,region,county_code,monitor_type,has_monitoring,station_count,traffic_index,population_density,industrial_index,pm25,ozone,co2_ppm,asthma_rate,median_income,green_space_pct,development_pressure,latitude,longitude
S0808,West,763,Regulatory,False,1,49.4,988.0,47.1,,37.3,427.3,3.93,43072.0,32.3,Low,43.04472,-85.27182
S0809,South,168,Community,False,2,79.0,1530.5,71.9,48.57,35.0,444.7,6.6,55057.0,25.9,Severe,31.70932,-93.99838
S0810,West,775,Mobile,False,3,54.9,1042.2,53.1,29.85,22.8,431.0,6.11,50296.0,32.3,Severe,28.54584,-119.71636
S0811,North,331,Regulatory,True,3,48.1,1008.0,47.8,35.23,35.5,401.7,4.75,48975.0,18.4,Low,42.38699,-108.09734
S0812,West,981,Mobile,True,2,50.1,761.3,50.1,52.95,21.1,416.7,6.0,51856.0,27.1,High,35.4001,-94.5786
S0813,West,742,Regulatory,True,4,72.7,1509.5,61.0,,28.6,428.1,7.19,37377.0,20.7,High,43.47072,-75.48987
S0814,Central,751,Regulatory,True,5,56.7,1203.7,37.0,27.79,12.4,385.7,5.76,43556.0,36.7,Medium,36.57384,-83.81654
S0815,West,787,Regulatory,False,1,77.4,1480.7,66.9,,25.3,434.8,5.0,46144.0,21.9,Medium,34.43905,-88.74172
S0816,Central,494,Mobile,True,5,41.0,952.0,45.0,11.02,32.7,421.2,5.39,47731.0,21.6,Medium,36.70092,-95.97811
S0817,Central,143,Mobile,True,2,61.6,910.3,59.8,29.5,19.2,416.6,6.32,59718.0,17.3,Medium,43.09402,-107.32567
S0818,East,582,Regulatory,False,1,58.7,992.8,48.3,25.83,20.2,395.8,5.48,50782.0,33.0,Medium,46.39774,-117.64342
S0819,North,445,Community,True,5,64.8,1078.2,53.0,34.78,33.2,447.2,5.11,55370.0,23.8,Severe,28.06999,-100.97813
S0820,Central,824,Regulatory,True,3,65.4,1262.9,47.9,27.93,27.6,420.9,5.11,47498.0,29.6,High,38.2684,-122.86019
S0821,West,394,Mobile,True,4,54.2,848.7,60.8,27.52,51.1,393.6,5.58,58358.0,37.3,Low,27.70596,-112.36429
S0822,Central,512,Regulatory,True,5,78.6,1505.3,60.4,17.73,49.8,420.3,4.75,49149.0,30.2,Medium,37.07081,-99.63221
S0823,Central,686,Mobile,True,4,95.0,1874.5,88.0,29.49,35.1,451.3,6.13,43861.0,19.3,High,46.03358,-100.4302
S0824,Central,848,Regulatory,False,3,47.8,943.7,58.9,35.3,-5.0,411.8,4.69,49232.0,21.2,Low,34.77419,-121.95301
S0825,South,621,Regulatory,True,5,36.5,691.7,43.3,47.95,36.8,350.9,5.35,43214.0,33.9,Medium,47.04768,-90.62904
S0826,South,715,Community,False,2,78.5,1295.2,60.5,31.95,30.3,426.8,5.72,51284.0,27.1,Severe,40.55808,-92.89316
S0827,South,697,Community,True,1,89.8,1514.0,73.6,41.5,26.4,435.3,5.73,45594.0,28.8,Medium,47.08434,-120.009
S0828,South,803,Mobile,True,3,61.2,1250.8,43.0,39.45,30.7,398.3,5.53,43479.0,17.1,Low,43.27908,-70.26812
S0829,East,328,Regulatory,True,4,56.2,1105.4,51.6,22.08,31.5,388.5,3.87,57219.0,36.5,Low,29.22386,-118.78549
S0830,Central,604,Mobile,True,4,53.7,961.4,48.3,32.44,28.6,408.2,5.64,39230.0,20.1,Medium,31.96975,-75.34704
S0831,East,259,Regulatory,False,3,48.7,826.6,27.3,19.12,30.4,362.9,4.92,46660.0,31.6,Medium,35.47466,-124.48219
S0832,West,834,Regulatory,True,2,43.1,533.3,28.0,33.11,21.0,392.9,6.11,60022.0,42.7,Medium,30.6573,-73.76884
S0833,North,437,Regulatory,False,2,50.8,786.0,46.8,29.55,22.5,425.4,5.53,52808.0,17.2,High,37.6406,-123.36612
S0834,East,718,Community,False,4,53.8,1198.1,42.8,30.66,31.6,408.9,5.44,47428.0,30.9,Low,37.13442,-80.92581
S0835,South,564,Mobile,False,3,65.9,1033.4,50.2,22.77,-5.0,405.5,5.96,50808.0,28.3,Low,47.55957,-103.70278
S0836,South,349,Regulatory,True,3,79.4,1451.4,62.9,43.08,26.3,463.0,5.24,47727.0,27.2,Medium,36.32515,-82.05253
S0837,West,693,Regulatory,False,1,81.0,1578.2,79.9,77.62,47.4,440.5,8.26,33398.0,26.2,Low,43.89098,-101.39965
S0838,Central,950,Mobile,True,4,45.0,658.8,42.8,18.9,16.5,376.1,3.78,48253.0,31.5,Severe,47.25108,-120.42279
S0839,North,815,Mobile,True,2,71.7,1312.0,62.1,29.04,30.9,430.6,4.87,60060.0,19.5,Low,45.85526,-80.36837
S0840,East,515,Regulatory,True,5,46.8,955.3,56.9,,32.2,456.2,4.75,43994.0,29.2,High,31.48635,-120.40297
S0841,Central,449,Community,False,2,55.2,995.8,43.6,36.7,25.8,395.5,6.38,46479.0,31.2,Medium,37.66464,-71.47807
S0842,Central,399,Community,True,2,65.6,1525.8,63.5,,31.4,431.6,5.29,41512.0,26.9,Medium,34.47641,-121.56899
S0843,East,596,Regulatory,True,5,43.4,580.7,48.2,10.25,47.0,385.1,4.5,50820.0,42.9,High,35.59696,-96.9388
S0844,East,214,Community,True,4,65.5,1306.1,64.3,52.34,29.3,449.9,5.84,42498.0,35.2,Medium,34.75735,-82.92552
S0845,East,546,Mobile,True,1,57.1,1006.4,41.2,36.03,49.8,408.4,5.59,52856.0,42.7,High,44.76672,-101.88833
S0846,East,562,Community,True,2,72.6,1400.1,53.8,16.96,37.0,428.7,4.31,48178.0,31.3,Medium,36.72099,-112.00908
S0847,South,289,Mobile,False,2,63.5,1195.4,50.9,24.12,33.5,402.1,5.47,54016.0,40.5,Medium,38.25943,-80.85227
S0848,Central,841,Mobile,True,4,89.4,1521.4,80.4,66.63,43.9,454.0,6.64,37464.0,18.8,High,48.12262,-79.40305
S0849,Central,259,Mobile,False,4,50.4,934.3,52.5,48.07,53.4,395.0,7.33,46671.0,27.4,High,28.28955,-71.44504
S0850,South,258,Mobile,True,3,54.6,759.1,61.7,43.04,27.5,432.3,4.98,48640.0,24.2,High,37.49109,-102.87051
S0851,Central,388,Community,False,4,57.5,1106.9,44.8,26.57,22.2,384.4,4.76,52004.0,28.1,High,43.64233,-95.39053
S0852,East,784,Mobile,True,4,48.1,902.1,45.5,28.4,25.3,384.2,6.59,43241.0,31.2,Severe,30.24998,-103.62011
S0853,North,694,Regulatory,True,2,48.4,947.9,57.8,28.4,34.7,417.7,5.12,56638.0,29.7,Medium,40.14793,-109.7178
S0854,Central,545,Mobile,True,1,72.4,1431.0,69.3,50.8,23.5,437.3,5.62,55905.0,28.7,Medium,32.14849,-81.3156
S0855,North,265,Regulatory,True,2,69.0,1285.6,79.3,26.48,40.0,454.8,5.48,39375.0,34.6,Low,45.64919,-104.97002
S0856,North,313,Mobile,False,4,48.2,886.0,51.6,21.59,46.4,419.9,4.75,45757.0,20.5,Medium,34.03264,-99.88141
S0857,South,040,Regulator,True,3,47.2,743.1,37.4,37.32,30.6,388.5,5.28,46286.0,25.3,Medium,34.07485,-101.28876
S0858,West,998,Community,False,1,70.9,1190.8,49.0,29.71,29.9,404.0,4.72,68914.0,15.5,High,39.86117,-83.52198
S0859,Central,820,Mobile,True,3,54.9,1131.5,37.1,43.37,24.3,389.5,8.11,44772.0,27.5,Medium,30.9466,-71.72675
S0860,South,210,Mobile,True,5,68.8,1410.0,66.6,26.34,43.8,425.1,5.14,59961.0,24.0,High,33.12511,-86.16153
S0861,South,272,Community,True,3,67.5,1187.2,66.5,32.55,30.0,441.3,4.28,37744.0,22.5,Low,35.95758,-97.384
S0862,North,136,Community,True,3,41.0,743.3,54.6,20.65,48.4,420.6,6.08,42623.0,22.2,Medium,34.60321,-79.69571
S0863,Central,599,Regulatory,True,4,80.9,1347.9,77.2,36.92,54.8,436.5,6.27,41420.0,25.1,Severe,38.28486,-87.64415
S0864,South,060,Community,True,4,80.9,1597.5,82.3,22.62,42.6,483.0,4.59,38650.0,21.2,Low,39.89226,-121.0149
S0865,East,510,Regulatory,False,4,54.2,1056.1,44.2,23.51,31.0,386.4,4.52,46520.0,25.8,Low,39.18335,-118.99934
S0866,South,676,Mobile,True,4,51.9,1166.3,41.9,16.51,38.7,396.7,5.3,42332.0,32.5,Medium,41.06462,-122.31978
S0867,East,515,Regulatory,True,4,48.8,773.0,64.7,39.54,44.9,453.9,5.8,43808.0,23.6,High,33.61661,-98.23306
S0868,West,015,Community,True,3,63.2,1092.4,61.7,40.88,29.0,444.9,4.7,57713.0,34.6,Medium,29.71816,-77.01343
S0869,East,614,Mobile,True,5,76.4,1403.7,62.4,18.15,31.4,432.9,6.16,56368.0,26.5,Medium,43.35736,-106.49772
S0870,East,255,Regulatory,False,4,89.7,1691.8,78.2,60.65,29.0,455.3,6.73,52443.0,22.3,High,45.29178,-102.41079
S0871,North,737,Regulatory,False,5,63.7,1120.2,55.8,73.7,-5.0,434.7,8.73,52471.0,30.4,Medium,32.52563,-72.20507
S0872,South,722,Regulatory,True,5,57.8,936.3,57.3,30.98,39.7,433.2,6.44,50124.0,16.5,High,35.75248,-76.37805
S0873,West,535,Mobile,False,2,44.0,897.4,51.6,22.58,22.1,403.5,4.43,45639.0,37.0,Low,37.71924,-86.25973
S0874,South,235,Regulatory,True,2,52.4,1030.0,52.0,78.1,29.4,401.8,8.63,41195.0,34.3,Medium,38.46653,-109.15878
S0875,East,131,Regulatory,True,1,55.9,896.2,61.4,19.58,24.6,399.5,4.52,52527.0,23.0,High,41.17904,-117.77011
S0876,East,670,Community,True,2,79.6,1596.1,77.1,,32.1,461.0,4.54,36034.0,17.8,High,27.89447,-123.57662
S0877,South,685,Regulatory,False,4,57.5,1175.1,46.1,30.33,35.9,401.8,5.22,39998.0,24.7,High,42.51176,-118.34689
S0878,West,017,Mobile,True,5,69.9,1274.5,63.3,52.47,30.0,451.0,6.9,56576.0,18.9,High,28.33238,-107.6757
S0879,West,882,Community,True,1,59.0,1070.9,43.7,31.97,28.5,404.0,5.27,63780.0,21.1,Medium,37.0682,-92.77207
S0880,North,954,Mobile,True,2,71.6,1354.6,75.3,29.73,25.8,475.6,5.27,50019.0,16.3,Low,44.79493,-120.82
S0881,East,826,Community,True,3,90.3,1522.5,70.7,26.11,39.2,436.8,6.11,54717.0,10.0,Low,36.70113,-116.6669
S0882,East,992,Community,False,1,57.2,1033.9,52.0,26.15,32.6,430.6,5.38,46830.0,27.4,Severe,30.20543,-114.08786
S0883,North,878,Regulatory,True,4,45.5,560.1,43.3,18.99,25.0,390.1,4.36,40938.0,30.5,Severe,48.17823,-88.16103
S0883,South,185,Mobile,True,5,58.8,1162.7,69.9,33.52,36.0,457.4,6.17,52921.0,33.7,Severe,46.11964,-89.09209
S0885,East,391,Regulatory,True,4,64.9,980.5,61.5,26.22,36.8,408.9,5.45,53672.0,33.6,Low,43.58324,-92.83097
S0886,South,423,Community,True,4,74.8,1527.5,60.7,19.41,28.7,432.8,3.21,46409.0,23.5,Medium,35.8475,-110.09617
S0887,West,846,Regulatory,True,3,64.0,1111.6,64.2,,24.2,405.8,6.81,46391.0,25.7,High,30.95268,-103.16062
S0888,Central,442,Community,True,3,54.8,961.0,46.8,23.83,46.1,400.2,5.47,56931.0,37.3,High,47.24034,-118.94034
S0889,North,696,Community,True,5,64.4,1083.3,68.0,21.26,31.9,448.9,5.08,40614.0,23.7,High,38.44555,-111.47852
S0890,East,655,Mobile,True,2,82.0,1441.8,66.1,32.58,35.8,431.2,6.25,40159.0,27.8,High,45.32564,-72.88195
S0891,North,556,Mobile,True,4,71.8,1462.7,66.4,34.38,44.7,423.7,5.25,38159.0,23.1,Medium,34.35504,-68.16772
S0892,West,012,Mobile,True,2,67.9,923.5,52.4,16.56,61.3,427.0,5.06,50139.0,29.8,Low,34.2087,-87.25957
S0893,West,520,Mobile,True,5,76.5,1530.8,61.0,37.02,25.3,428.2,4.75,37112.0,28.3,Low,48.18912,-71.78266
S0894,West,080,Regulatory,True,4,67.2,1250.1,63.0,22.49,39.4,426.1,5.41,42025.0,25.3,Low,38.21941,-87.54234
S0895,West,809,Mobile,True,2,82.8,1345.9,75.7,66.78,33.3,456.8,8.71,41278.0,31.3,Medium,30.02495,-122.5912
S0896,Central,674,Mobile,True,4,67.3,1082.9,74.9,41.88,34.4,494.4,5.4,46418.0,19.8,Low,31.72301,-67.18615
S0897,South,302,Mobile,True,3,62.0,1317.5,46.9,25.21,-5.0,421.7,4.73,35196.0,31.3,Medium,37.3618,-118.81024
S0898,South,216,Community,False,3,55.3,882.5,65.1,24.43,27.3,454.6,4.72,50403.0,37.7,High,27.91312,-85.2481
S0899,Central,248,Community,True,1,65.2,1034.4,49.7,,32.1,416.0,5.53,58772.0,31.9,Severe,36.94448,-109.96192
S0900,South,541,Mobile,False,5,55.1,1128.4,37.3,33.23,17.5,389.6,4.92,49314.0,27.8,High,36.00723,-101.96109
S0901,West,272,Community,False,2,66.7,1240.9,51.0,29.88,40.3,375.9,5.79,59885.0,31.9,Medium,43.75573,-87.35878
S0902,South,133,Community,True,4,49.9,785.1,40.2,24.91,30.5,382.3,5.84,60962.0,46.5,Low,34.63125,-99.40198
S0903,North,005,Regulatory,True,1,55.1,1018.3,42.6,28.26,34.0,389.5,5.79,55112.0,31.7,Low,48.1248,-110.0936
S0904,South,756,Community,True,5,82.1,1354.6,71.1,28.83,34.0,419.8,4.2,47470.0,30.5,Severe,30.88655,-105.26934
S0905,North,542,Regulatory,True,5,55.2,1124.9,55.2,26.48,30.9,402.0,6.02,48430.0,29.0,Medium,39.70621,-104.86098
S0906,East,629,Community,False,5,70.4,1394.8,58.5,15.37,36.9,395.6,5.42,52742.0,30.0,Low,28.92853,-69.33888
S0907,North,690,Mobile,True,2,38.3,752.8,46.9,37.98,22.4,403.9,6.48,47350.0,30.1,High,42.77808,-78.57975
S0908,North,773,Community,True,3,72.8,1353.5,64.6,36.98,33.3,448.5,6.11,31819.0,21.0,Medium,48.3872,-98.13345
S0909,West,747,Community,True,1,65.8,1395.3,66.7,25.2,29.8,456.7,5.41,50564.0,28.9,Severe,44.61148,-113.0103
S0910,West,141,Regulatory,False,2,89.6,1612.4,76.1,72.95,31.9,463.2,8.37,36277.0,17.4,Medium,38.94763,-77.86657
S0911,West,483,Mobile,True,4,53.0,812.9,42.4,28.34,-5.0,381.9,6.76,42425.0,29.6,Medium,37.42194,-115.46201
S0912,North,305,Regulatory,True,2,61.7,1163.7,65.7,22.56,47.1,409.2,4.46,48020.0,38.3,Medium,44.95314,-112.39842
S0913,Central,345,Mobile,True,4,63.2,1388.6,52.8,40.7,27.7,388.7,6.79,45907.0,29.0,Severe,47.12344,-103.45423
S0914,West,562,Mobile,True,4,72.9,1190.7,63.3,,45.1,414.9,5.84,36559.0,21.8,Severe,48.26794,-73.87998
S0915,West,270,Regulatory,True,5,63.3,1096.0,52.6,34.6,41.7,401.4,5.64,49748.0,30.9,Medium,35.52559,-116.92227
S0916,North,108,Community,True,2,60.3,1134.8,50.5,25.4,22.3,408.5,4.19,55920.0,26.6,Low,48.30473,-117.47153
S0917,East,558,Mobile,True,3,65.9,1180.1,57.7,36.67,25.7,408.7,5.63,38892.0,29.1,Medium,30.35241,-96.09644
S0918,East,474,Community,True,4,56.3,895.0,59.6,28.08,55.4,432.4,4.71,59810.0,21.0,Severe,32.45132,-108.60639
S0919,South,082,Regulatory,True,5,39.3,841.5,53.3,34.2,47.3,412.5,5.39,37470.0,34.0,High,28.91385,-91.79814
S0920,East,638,Regulatory,True,3,61.2,1379.7,49.8,15.11,32.2,409.7,3.99,63660.0,30.8,High,32.84238,-98.53089
S0921,West,084,Regulatory,True,2,87.4,1596.0,61.8,29.41,37.5,448.4,5.16,42134.0,21.6,Medium,43.51066,-99.48985
S0922,Central,290,Regulatory,True,3,52.4,834.5,53.3,53.51,28.3,398.3,6.39,51158.0,31.5,Medium,45.33787,-118.06155
S0923,South,071,Mobile,True,2,61.5,920.8,60.3,23.99,38.5,434.8,5.27,34339.0,39.6,Medium,43.74619,-116.38964
S0924,Central,175,Regulatory,True,4,50.0,931.3,64.6,25.19,30.4,436.1,4.13,48915.0,22.3,High,40.56791,-77.28798
S0925,Central,828,Community,True,1,74.5,1473.0,76.4,30.72,-5.0,452.5,4.52,47990.0,29.3,Severe,38.05028,-73.56174
S0926,West,842,Community,True,1,45.0,867.1,48.9,18.24,21.7,421.3,5.17,49108.0,32.7,Medium,42.23714,-111.0057
S0927,North,463,Mobile,True,4,46.2,831.5,38.3,12.13,29.7,402.1,4.05,45507.0,34.8,Medium,35.40292,-117.97602
S0928,North,849,Regulatory,True,3,71.2,1211.1,64.9,30.64,27.2,422.6,6.28,40161.0,32.4,Medium,45.08813,-121.42854
S0929,NORTH ,395,Mobile,True,2,83.1,1364.4,70.2,37.27,37.0,443.7,6.02,55858.0,24.3,Low,41.55959,-89.52289
S0930,East,866,Mobile,True,1,63.5,1243.5,49.9,29.13,23.9,414.1,5.88,47785.0,30.9,Severe,42.0028,-83.36719
S0931,North,091,Mobile,True,2,56.0,1117.1,50.8,27.71,26.4,407.3,6.37,60624.0,30.4,Medium,38.52262,-103.06343
S0932,West,469,Regulator,True,4,82.7,1303.0,81.4,38.53,47.2,475.2,5.71,42970.0,18.6,High,46.03242,-85.41864
S0933,East,863,Community,False,3,46.7,1030.7,44.5,39.06,33.1,404.4,5.55,45338.0,33.8,High,32.41832,-83.50487
S0934,North,434,Community,True,2,37.2,737.9,26.0,22.21,26.4,394.3,5.72,57098.0,32.6,High,35.19467,-70.71782
S0935,Central,249,Mobile,True,3,63.2,1304.8,65.3,26.59,43.4,414.7,5.69,34188.0,37.9,Severe,43.71932,-120.76977
S0936,West,644,Mobile,False,1,50.5,748.6,44.9,25.09,35.1,398.9,5.12,40801.0,28.0,High,37.5941,-113.44323
S0937,West,681,Community,True,2,48.4,706.5,46.5,34.02,43.2,390.1,6.68,59541.0,22.8,Severe,46.1181,-120.55976
S0938,South,955,Community,False,5,77.8,1382.4,59.7,53.81,31.2,436.4,6.54,37330.0,34.8,Low,34.44759,-74.59035
S0939,West,572,Regulatory,True,1,55.5,1059.2,55.7,24.06,30.5,396.0,5.23,34093.0,24.4,High,34.9406,-78.92624
S0940,Central,881,Mobile,True,3,44.4,1015.2,55.5,29.99,23.5,425.1,5.51,63857.0,21.6,High,46.10782,-91.45808
S0941,West,849,Regulatory,True,4,45.6,906.0,33.9,28.75,25.0,371.5,4.78,38414.0,35.6,Medium,36.98396,-119.68935
S0942,South,241,Community,True,5,70.8,1244.8,79.3,25.55,47.5,451.7,5.33,49004.0,32.1,High,38.09668,-108.78454
S0943,West,702,Community,True,2,68.8,1116.0,46.9,29.82,42.1,382.8,6.47,48857.0,35.0,High,34.15442,-107.38111
S0944,West,496,Community,True,1,60.3,1232.5,49.2,17.52,40.0,401.6,5.19,25120.0,26.7,High,32.9484,-92.25727
S0945,South,340,Community,True,2,80.8,1339.0,76.4,19.72,24.8,473.8,5.01,44827.0,25.5,Medium,41.1029,-109.66248
S0946,West,793,Regulatory,False,2,56.1,1205.2,49.0,32.8,40.9,407.8,5.53,51356.0,28.5,High,29.57657,-120.30481
S0947,East,744,Community,True,5,32.1,543.5,38.9,22.1,15.0,399.5,5.34,54574.0,42.2,Medium,45.90436,-82.48117
S0948,West,471,Mobile,True,5,46.7,1031.9,47.6,29.87,39.1,430.7,6.02,56037.0,27.9,High,43.75287,-107.30289
S0949,North,463,Community,True,5,58.8,1140.5,57.8,30.48,31.5,428.0,5.95,45057.0,29.0,Medium,31.10109,-98.48848
S0950,North,801,Mobile,True,5,53.1,938.7,55.6,21.14,39.5,411.7,4.82,55068.0,29.9,Medium,41.92143,-117.15917
S0951,East,275,Community,True,4,56.1,946.6,63.7,,25.3,441.7,5.78,43806.0,20.3,Medium,39.95661,-78.35347
S0952,West,825,Regulatory,True,3,74.2,1294.6,65.2,21.81,45.7,429.3,5.43,35949.0,25.8,Low,30.9675,-91.98192
S0953,Central,015,Mobile,True,5,45.1,863.3,49.5,45.56,20.6,401.5,5.57,39438.0,29.0,Low,32.87388,-72.65883
S0954,West,041,Regulatory,True,1,78.7,1426.0,61.7,20.73,-5.0,408.3,5.15,34747.0,35.9,Low,35.79321,-96.01039
S0955,North,965,Community,False,2,51.5,854.9,53.5,27.31,25.4,430.3,3.85,57947.0,30.5,High,42.03372,-70.36802
S0956,South,208,Regulatory,True,5,69.7,1234.9,63.8,22.8,21.9,429.0,5.48,35474.0,25.0,High,40.73255,-73.21758
S0957,East,060,Community,True,1,61.9,1122.9,50.4,36.14,-5.0,413.4,6.27,50455.0,29.1,Low,38.44305,-91.35356
S0958,South,365,Regulatory,True,4,63.6,888.9,62.4,28.49,50.1,416.9,5.95,47539.0,27.1,Low,43.52083,-70.80113
S0959,Central,240,Regulatory,True,1,74.5,1396.5,56.4,26.59,55.4,428.1,5.05,45800.0,28.5,Medium,43.29566,-105.9224
S0960,West,608,Mobile,True,1,68.7,1119.4,64.7,44.39,37.0,425.1,6.44,59193.0,32.6,High,40.28397,-103.47558
S0961,Central,790,Community,True,4,61.0,960.4,52.9,30.28,42.1,413.0,6.51,45730.0,35.3,Low,43.92029,-121.88502
S0962,South,939,Regulatory,False,4,77.4,1191.2,82.0,44.94,42.4,480.8,7.24,52745.0,17.6,Medium,34.18666,-90.62095
S0963,West,160,Community,True,2,65.3,961.0,49.8,21.14,36.4,421.5,5.04,49535.0,36.4,Low,45.94686,-82.98937
S0964,Central,397,Mobile,True,5,75.3,1193.6,63.8,20.44,33.2,434.6,5.12,46622.0,31.7,Medium,40.22057,-80.02265
S0965,North,934,Regulatory,True,1,68.4,1146.2,60.4,33.29,36.7,402.3,6.44,66522.0,27.6,Low,44.68082,-115.88556
S0966,North,794,Community,True,3,71.2,1515.8,64.8,29.7,40.5,481.6,4.43,34374.0,18.2,Medium,38.745,-98.96085
S0967,East,500,Regulatory,True,3,47.0,783.2,55.1,,29.1,445.3,5.59,60614.0,30.3,High,31.69642,-114.33037
S0968,North,209,Regulatory,True,2,74.1,1354.5,63.2,,35.2,444.6,6.55,52124.0,25.2,High,38.66182,-86.42768
S0969,North,133,Regulatory,True,3,58.1,1094.1,66.2,34.58,36.1,427.9,6.41,44599.0,30.1,Low,34.9789,-115.41808
S0970,South,381,Regulatory,True,2,45.6,837.0,40.8,15.08,36.8,391.7,5.01,63012.0,35.7,High,41.99623,-72.51059
S0971,North,433,Mobile,True,5,67.5,1205.0,51.5,58.7,24.3,404.6,5.88,32985.0,37.6,Medium,37.22957,-111.23851
S0972,North,609,Mobile,True,2,51.4,781.3,45.8,26.35,31.0,421.4,5.28,46138.0,24.5,Severe,44.97643,-107.74437
S0973,South,731,Community,True,4,68.2,1401.1,69.9,43.29,52.8,449.7,5.75,36925.0,38.9,Medium,41.57856,-75.57289
S0974,North,389,Community,True,4,53.1,1172.3,43.8,20.68,40.3,387.1,5.27,51263.0,36.6,High,41.71771,-98.13811
S0975,North,997,Regulatory,True,4,49.6,691.5,44.5,30.69,41.9,393.1,4.97,41946.0,35.4,High,31.66884,-123.12023
S0976,East,583,Regulatory,True,4,49.9,774.6,34.3,16.44,28.8,398.6,4.1,53817.0,44.6,Low,48.16137,-96.06129
S0977,North,432,Regulatory,True,4,44.9,775.1,41.1,31.17,32.8,417.9,4.11,48858.0,33.7,Severe,45.09602,-119.63876
S0978,North,274,Mobile,True,4,32.0,460.6,45.3,23.18,39.3,424.5,6.01,48401.0,37.1,Medium,43.96361,-67.84268
S0979,East,351,Regulatory,True,4,53.1,1017.1,34.6,26.51,41.1,393.7,5.05,52006.0,34.1,High,34.09963,-90.68358
S0980,South,134,Community,False,4,69.2,1157.6,69.3,43.26,21.7,440.9,6.27,45905.0,31.2,Low,38.51608,-109.74937
S0981,North,066,Regulatory,True,4,68.3,1489.0,64.5,21.34,25.6,387.5,5.07,37357.0,34.1,Medium,29.94772,-92.08623
S0982,Central,639,Mobile,False,5,63.0,1276.2,51.4,23.51,43.3,416.9,4.43,69754.0,36.1,Medium,38.57723,-120.08014
S0983,South,205,Regulatory,True,4,47.3,877.2,45.3,32.26,29.1,401.5,4.73,45840.0,21.9,Medium,30.13662,-78.50625
S0984,South,298,Mobile,True,2,67.7,1341.2,60.8,66.83,29.8,431.5,6.64,29212.0,25.4,Medium,38.89031,-71.29364
S0985,North,117,Mobile,True,5,46.7,973.0,53.5,27.45,23.3,417.0,4.87,42425.0,36.3,Medium,40.94752,-74.21945
S0986,East,948,Mobile,True,3,55.3,927.7,53.0,36.25,28.8,395.4,6.07,39295.0,32.4,High,35.38921,-104.84894
S0987,South,267,Mobile,False,1,69.5,1153.0,78.2,34.48,-5.0,469.1,5.17,54691.0,24.1,Medium,37.71871,-105.76833
S0988,East,794,Community,True,5,68.9,1250.1,71.1,67.58,54.5,457.5,8.6,50073.0,28.8,Low,45.82655,-122.48246
S0989,Central,149,Mobile,True,4,54.8,1089.3,49.1,15.6,32.1,418.6,5.5,51654.0,23.6,High,29.33411,-87.04448
S0990,East,194,Community,True,5,63.9,1166.1,46.6,30.1,31.2,418.1,6.07,45043.0,35.4,Medium,44.02226,-93.74297
S0991,West,680,Community,True,1,52.9,763.2,52.2,16.49,37.7,423.0,4.74,48186.0,31.8,Medium,30.67122,-98.08758
S0992,East,824,Regulatory,True,1,38.3,592.6,36.2,10.53,36.7,378.9,5.59,48477.0,33.3,Low,27.78922,-72.31122
S0993,South,886,Regulatory,True,4,69.2,1236.4,56.9,34.92,41.8,421.3,5.59,46932.0,27.5,Low,30.98985,-114.84696
S0994,East,179,Mobile,True,4,43.6,776.4,30.8,26.17,36.3,376.8,5.29,57024.0,35.2,Low,43.44843,-123.94419
S0995,East,148,Regulatory,False,2,49.1,1120.8,44.9,24.96,26.2,402.5,5.37,50964.0,29.4,Severe,35.71021,-120.2843
S0996,West,465,Mobile,True,1,52.7,781.5,53.5,28.26,31.0,431.2,5.9,54312.0,27.4,Medium,45.75919,-111.65614
S0997,West,976,Regulatory,True,4,84.1,1575.0,70.8,105.78,43.8,457.0,9.73,49547.0,36.6,Low,38.28121,-122.58608
S0998,North,569,Mobile,True,1,67.8,1399.2,71.7,31.3,33.7,480.3,5.23,53680.0,16.1,Low,27.47838,-95.58649
S0999,South,005,Regulatory,False,2,49.3,1159.9,52.7,34.55,33.1,447.9,5.35,50346.0,20.1,Low,42.40934,-106.4398
S1000,North,526,Regulatory,True,3,69.8,1207.8,71.2,27.37,41.0,449.4,5.82,50624.0,30.4,Medium,29.37001,-114.12223
S1001,West,280,Community,True,1,87.6,1636.1,67.3,39.24,43.1,383.5,6.46,54694.0,19.2,Low,43.97166,-81.37017
S1002,East,499,Regulatory,False,2,70.0,1327.5,71.7,31.72,-5.0,467.7,5.31,41715.0,13.6,Medium,30.6142,-112.74405
S1003,West,836,Regulatory,True,2,65.0,1194.1,68.7,28.89,42.9,435.5,4.33,40990.0,32.4,Medium,34.4271,-84.96271
S1004,Central,436,Mobile,True,2,44.5,788.7,59.0,55.94,32.9,414.2,6.65,40780.0,35.8,High,43.36734,-104.41727
S1005,East,816,Community,True,5,62.6,1179.8,53.2,45.58,39.0,409.9,6.72,49384.0,21.5,Medium,47.51597,-95.0699
S1006,North,216,Mobile,False,4,67.6,912.1,56.9,32.85,40.4,415.7,6.91,34697.0,17.8,Medium,34.98583,-70.80265
S1007,East,687,Regulatory,False,1,79.6,1515.5,61.2,14.87,48.2,439.3,3.91,49604.0,20.4,High,44.8321,-122.35228
S1008,Central,828,Mobile,False,5,69.8,1270.7,65.3,29.21,47.1,414.1,5.16,46502.0,22.7,Medium,31.10203,-95.73479
S1009,West,969,Community,True,1,70.7,1246.2,71.0,88.6,48.5,431.6,8.16,56600.0,37.3,High,44.35437,-75.37068
